Name;Phone;Email;City;Address;WorkingTime
Сервис-такси;74951011223;servistaxi2016@mail.ru;Москва и область;г. Москва, ул. Кольская, д. 12, стр. 4;с 12.00 до  20.00.
Синкерит Авто;79265630624;sincerit@yandex.ru;Москва и область;;
Системы;74995770097;kashevarovkb@gmail.com;Москва и область;ул. Электролитный пр-д, д. 3Бс6.;с 10.00 до 19.00.
СитиЛайнер;79037458539;citylinertaxi@yandex.ru;Москва и область;ул. Волгоградский пр-т, д.32к8;с 9.00 до 18.00.
СКЦ;79256101227;skc-m@yandex.ru;Москва и область;;
СЛК;79645101716;slk.sokhatskiy@yandex.ru;Москва и область;ул. Удальцова, д.79 стр.2.;с 10.00 до 19.00.
СоВа ТМ;79776327010;nbveif1988@yandex.ru;Москва и область;;
созвездие;79150677565;den.boxs770z@gmail.com;Москва и область;;
СОЛЛЕРТИЯ;74952200104;taxi.sapfir@yandex.ru;Москва и область;ул. Краснобогатырская, д. 2, стр. 16, офис 13 (подъезд №1, этаж 2).;с 10.00 до 19.00.
СП Такси;79268283599;y.sergeev@egsp.ru;Москва и область;;
Стабильность;79104807145;valerkajee@mail.ru;Москва и область;;
Стайл Сити;79267192214;andranikavakyan@yandex.ru;Москва и область;ул. Лихачевский пр-т, д. 44;Круглосуточно.
старкар;79151275538;v4ll.werhot89@yandex.ru;Москва и область;;
СТАТУС;79296827742;info@statustaxi.ru;Москва и область;ул. Симоновский Вал, д. 9;с 10.00 до 18.00.
Стек;79154018121;stek-taxi@mail.ru;Москва и область;ул. Ленинградский пр-кт, д. 63, оф.35;
Столица Такси;79381008810;capital.taxi24@yandex.ru;Москва и область;;
Столичная ассоциация таксистов (САТ);74950664632;start@stolastaxi.com;Москва и область;;
Стриж Такси;74957225979;strizh-taxi@mail.ru;Москва и область;ул. Борисовские Пруды, д.1 стр.1.;с 10.00 до 18.00.
СуперТакси;79688880110;taxiset888@yandex.ru;Москва и область;;
СЭМ;79169540678;gasparyangay2312@yandex.ru;Москва и область;;
Т+;79649838685;Molotpark@yandex.ru;Москва и область;;
Таксёрофф;79255558080;Taxyoroff@yandex.ru;Москва и область;ул. Мусы Джалиля, д.31к2;с 9.00 до 22.00.
ТАКСИ 777;79197700706;82alexander82@mail.ru;Москва и область;ул. Козлова, д. 30, офис 4.;
Такси Асити;79255899499;taxi.rodtaxi@yandex.ru;Москва и область;;
Такси ВЕК;79250067171;taxiveka@gmail.com;Москва и область;;
Такси Восток;79772617325;Taxivostok1@yandex.ru;Москва и область;;
Такси Золотой;79688585986;Erkin.ip85@mail.ru;Москва и область;;
Такси Посад;79259274899;gersog1@gmail.com;Москва и область;;
Такси Тренд;79652205777;nazimchik_85@inbox.ru;Москва и область;ул. 3-й Новомихалковский пр-д,  д.3;с 9.30 до 18.00, Пн-Сб.
Такси ХИЩНИК;79778957008;vadimmuzlanov@yandex.ru;Москва и область;ул. Березовая аллея, д. 12А.;с 11.00 до 21.00, Пн-Пт, с 12.00 до 16.00, Сб-Вс.
Такси Black;79670770776;smirnastas@gmail.com;Москва и область;;
Такси №1;79777564175;tolvel1987@yandex.ru;Москва и область;;
Такси-Взлет;79653888333;velimetov87@mail.ru;Москва и область;ул. Дмитровское ш-е, д. 102к2.;с 10.00 до 20.00.
Такси-Ко.;79685319303;zakaz@taxi-co.ru;Москва и область;ул. 3-й Угрешский пр-д, д. 8А, стр. 5.;с 9.00 до 17.00, Пн-Сб.
Такси-Лидер;79775245200;taxi-lider.ru@yandex.ru;Москва и область;ул. Варшавское шоссе,  д. 170Б стр. 2,  офис 16.;с 9.00 до 17.00.
Такси-Москва.РФ;79857242424;;Москва и область;;
Таксик;79030007734;taxik24@yandex.ru;Москва и область;;
ТаксиОптима;74959992588;Taxi9992588@yandex.ru;Москва и область;;
Таксиправда;79032202333;taxipravda@yandex.ru;Москва и область;;
ТакСити Бизнес;79262881875;E89654321999@yandex.ru;Москва и область;;
Таксопарк;79099032767;igor.2410@yandex.ru;Москва и область;;
Таксопарк Серенити;74993945038;serenity-taxi@yandex.ru;Москва и область;ул. Федеративный проспект, д.9к2, подъезд 3, оф 3;с 10.00 до 20.00.
ТатЭлит;79160974030;fragrance1990@yandex.ru;Москва и область;ул.Воронежская, д.13, к.2;с 10.00 до 20.00.
Твой Город;79779780839;gorodtvoi@yandex.ru;Москва и область;ул. Рябиновая, д. 69с5.;с 9.00 до 17.00.
Тиньков МСК;79671129743;tinkovaleksandr@yandex.ru;Москва и область;;
ТК Гросс;79032495842;persona@tkgross.ru;Москва и область;ул. Варшавское шоссе,  д. 141c80.;с 9.00 до 18.00, Пн-Пт.
ТК Звезда;79852850330;taxi-zvezda77@yandex.ru;Москва и область;ул. Клязьминская, д. 11к4;с 10.00 до 19.00.
ТК Кредо-Альянс;79254983238;credal@yandex.ru;Москва и область;;
ТК Премьер;79104993118;tk-premier.taxi@yandex.ru;Москва и область;ул. 3-й Нижнелихоборский пр-д, д. 1А;с 09.00 до 19.00, Пн-Пт, с 9.00 до 18.00, Сб.
ТК ПРЕСНЯ;79260905777;taxi.oootkpresnya@yandex.ru;Москва и область;;
ТК-ТАКСИ;79168874953;taxievastupino@yandex.ru;Москва и область;;
транзит24;79265722857;homutskiiserega@mail.ru;Москва и область;ул. Колыберевская, д. 16.;с 10.00  до 17.00.
Транскоин-М;79263973725;transkoin-m@yandex.ru;Москва и область;;
Транспортная логистика Т+;74951506959;dispatcher2019@yandex.ru;Москва и область;ул. Средняя Калитниковская, д.28, стр.2.;с 9.00 до 18.00.
Транспортное Объединение;79169299929;mob1975@ya.ru;Москва и область;;
Тренд 2;79850383303;norov.saidali@yandex.ru;Москва и область;ул. 3-й новомихалковский пр-д,  д.3;с 9.30 до 18.00, Пн-Сб.
Триумф;79264147366;triumf1313@yandex.ru;Москва и область;;
Троица;79164715387;Antondashuk@yandex.ru;Москва и область;;
Тройка-Зеленоград;74993477177;;Москва и область;;
Тройка-Тверь;79680730132;;Москва и область;;
Урарту;79032399911;Ang23021995@yandex.ru;Москва и область;ул. Перерва, д. 21Ас1.;с 8.00 до 22.00.
Успех;79653374949;taxisuccess@yandex.ru;Москва и область;;
УютЛенд;79296422021;yutlend@yandex.ru;Москва и область;;
Факел;79629553434;fakel.taxi@yandex.ru;Москва и область;ул. Варшавское шоссе,  д.17.;с 10.00 до 19.00.
Флай;79032622288;fly2016t@bk.ru;Москва и область;ул. 3-й Угрешский пр-д, д. 8А стр. 3.;
Флэш;79253564828;flashtaxi.rf@yandex.ru;Москва и область;Москва, ул.Льва Яшина, д.7;с 8.00 до 21.00.
Фобос;79998455440;dalas5@yandex.ru;Москва и область;ул. Профсоюзная, д. 127Б, оф.209.;с 10.00 до 22.00.
Формула 77;79262421305;formula77-msk@yandex.ru;Москва и область;ул. Минская, д. 1М.;с 9.00 до 18.00.
Форсаж;79307905287;acmatalievr@yandex.ru;Москва и область;;
Фортуна;79254449122;;Москва и область;;
Фортуна;79777283198;taxi1fortuna@yandex.ru;Москва и область;;
ФТАКСИ;74996775887;gett@force.taxi;Москва и область;;
хоттабыч_раменское;79299221974;maptaxi@mail.ru;Москва и область;;
Цезарь;79162041047;director@taxi-caesar.ru;Москва и область;ул. Рязанский пр-кт, д. 10с2, оф.501.;с 11.00 - 19.00, Пн-Пт.
Чистый город 2;79670665354;mr.gkstk@yandex.ru;Москва и область;ул. Сталеваров, д. 7;с 10.00 до 18.00.
ШАРМ+;79039617242;irina.baboy. kovalenko@yandex.ru;Москва и область;;
ШАШКА МСК;79646425632;vmysenko@yandex.ru;Москва и область;;
Шёлковый путь;79266624334;naimaka85@mail.ru;Москва и область;ул. Черноморский б-р,  д. 4.;с 9.00 до 18.00.
Шустрик;7960273712;boikovalili@yandex.ru;Москва и область;;
Эва Авто;79884758000;Abvazgen-1991@yandex.ru;Москва и область;;
Экипаж;79264681768;torg-44@yandex.ru;Москва и область;ул. Седьмая Лазенки, д. 14с1;с 11.00  до 18.00.
Элиза;79661233373;taxiEliza@yandex.ru;Москва и область;;
ЭльКар;79260107075;Ekaterina.elkar@yandex.ru;Москва и область;;
ЭТАЛОН АВТО;79651355557;etalonauto18@yandex.ru;Москва и область;ул. Очаковское шоссе, д. 3А.;с 11.00 до 18.00.
ЭТО Я Такси;79660960000;Y.Taxi@Yandex.ru;Москва и область;ул. Кулаков переулок,  д.6.;с 08.00 до 20.00.
Ю-Транс;79296847824;6847824@mail.ru;Москва и область;ул. 1-я Рейсовая, д. 6.;с 11.00 до 19.00, Пн-Пт.
Ю.С.ГРУПП;79259189320;7607797@mail.ru;Москва и область;ул. Киевская,  д. 14, стр. 1.;с 10.00 до 18.00.
Я-Таксист;74994990772;info@ya-taxist.ru;Москва и область;;с 9.00 до 20.00.
A-ДМС;79100889000;;Москва и область;;
AhDi-19;7916222207;uchii2008@yandex.ru;Москва и область;ул. Молодогвардейская, д. 54 стр. 2.;с 11.00 до 17.00.
AleхPark;74994084887;sevojan81@mail.ru;Москва и область;;
ALEX TAXI;79652255500;Aleko84af@yandex.ru;Москва и область;;
ART-TAXI;79853333369;art-taxi.taxi@yandex.ru;Москва и область;ул.Недорубова, д.3;с 12.30 до 16.00, Пн-Пт.
As Taxi;79280042404;AsTaxi95@ya.ru;Москва и область;;
Belka.Taxi;74952012581;cabmans.ru@yandex.ru;Москва и область;;
Bibi24;79013651368;taxibibi24@yandex.ru;Москва и область;;
Bir bol;79268786250;urmat-billionare@mail.ru;Москва и область;ул. Академика Анохина д. 38 корпус 2, помещение 4.;с 9.00 до 21.00.
Black Car;79035338048;;Москва и область;ул. Хибинский пр-д, д. 20, офис 100.;с 10.00 до 18.00, Пн-Пт.
Boston;79259315533;Boston.dis@yandex.ru;Москва и область;;
CAPITAN МСК;79761797170;natali.alimova.69@yandex.ru;Москва и область;;
cashcar2000;79035503210;street-line2000@yandex.ru;Москва и область;ул. Ленинский пр-кт,  д. 23А.;с 10.00 до 17.30.
CityCab;79530676661;cheshuinva@gmail.com;Москва и область;;
DI мск;79154466110;dinamikagroup@mail.ru;Москва и область;ул. Кутузовский проспект, д. 12;с 10.00 до 20.00.
Drivers;79268201544;business.rabbi@yandex.ru;Москва и область;3-ий Нижнелихоборский проезд, д.1А;с 12.00 до 20.00.
Fortuna;79251818766;;Москва и область;ул. Коровинское шоссе, д.46/1;с 10.00 до 19.00.
FOX;79262629742;taxi-ruza@yandex.ru;Москва и область;;
Fox-Речной;79850079067;o.b.9163212017@yandex.ru;Москва и область;Г. Москва, ул. Лавочкина д. 23 стр. 3 оф. 21;с 10.00 до 21.00, Пн-Сб, с 12.30 до 21.00, Вс.
FOX+;79156718903;ale.korschunov@yandex.ru;Москва и область;г. Москва, ул. Лавочкина, д. 23, стр 3, оф. 21;с 9.00 до 21.00.
GEE-taxi;79258352199;1149903@mail.ru;Москва и область;;
GM TAXI;79773299614;Ilyazubarev@mail.ru;Москва и область;;
grektaxi;79999107457;viy757@gmail.com;Москва и область;ул. Одесская,  д. 2.;с 10.00 до 21.00.
GTA09;79692700077;rustam2333rus@yandex.ru;Москва и область;;
GZ_AUTO;79269269898;gz-auto1@yandex.ru;Москва и область;ул. Лобачика,  д. 11.;с 11.00 до 19.00, Пн-Пт.
integra;79775294172;integra.popov84igor@yandex.ru;Москва и область;ул. Нижеская, д. 29/33.;с 9.00 до 22.00.
IRBIS;79636323231;niko-shafranov@yandex.ru;Москва и область;ул. Лобачика, д. 11;
itravelpartner;79250349526;;Москва и область;;
KGpark;79685852261;Kubat.osh@yandex.ru;Москва и область;;
LATAM;74951064870;ipgalik@gmail.com;Москва и область;г.Москва, ул.Ярославская, д.15 к.3;с 10.00 до  до 19.30, Пн-Сб.
Leader.kG;79257352520;orozbaieva@inbox.ru;Москва и область;;
LIBERTY;79162932203;tofikazer@yandex.ru;Москва и область;ул. Перерва, д. 19с1, офис 18.;
LigaTrans;79851131224;Qwert797922@yandex.ru;Москва и область;ул. Михайловка, д. 1420;10.00 до 20.00.
Lika;79663508353;Likataxi@yandex.ru;Москва и область;;
Max-taxi;78002224451;vadov.m@yandex.ru;Москва и область;;
MCK DIOR;79254777758;dior.direct@yandex.ru;Москва и область;г Москва, ул. Зои и Александра Космодемьянских , д. 30\32к1;с 10.00 до18.00.
Mega taxi;79160177770;mega-taxi-18@yandex.ru;Москва и область;Егорьевский пр-д, д. 3Жс6, кабинет 103;с 11. 00 до 21.00, Пн-Пт.
migtaxi;79254483674;migtaximos@yandex.ru;Москва и область;;
MIOSERVICE;79260071331;vimsto@yandex.ru;Москва и область;;
Mobidik Taxi;74993720611;delfin827442@yandex.ru;Москва и область;;
MOSTAXI;79264811517;;Москва и область;;
mskTransfer;79689230777;xasievs@yandex.ru;Москва и область;;
MULTI CAB;79299333321;multicab@yandex.ru;Москва и область;;
MyCity;79775620242;MyCityTaxi@yandex.ru;Москва и область;Москва ул.Путейская 21;с 9.00 до 20.00.
Nara taxi;79253481648;taxi.temnov@yandex.ru;Москва и область;;
NEXT-3;78006002440;trans.avto.2017@yandex.ru;Москва и область;ул. Тюменский пр-д, д. 5.;с 9.00 до 19.30, Пн-Пт, с 10.00 до 17.30, Сб-Вс.
NFS-TAXI;79166925777;Nfstaxi@yandex.ru;Москва и область;;
Obltaxi;79775441974;obltaxi1@yandex.ru;Москва и область;;
Online;79152122111;online.transport-msk@yandex.ru;Москва и область;ул. Космонавта Волкова, д. 13к1.;с 10.00 до 18.30.
Ride Comfort;79015354151;kravchuk.aleksan@inbox.ru;Москва и область;г.Москва ,ул.Беломорская ,д.40,офис 7;с 09.30 до 19.00.
ROXE-такси;79998001069;info@roxe-taxi.ru;Москва и область;ул. 1-я хорошевская, д. 18к1.;с 9.00 до 24.00.
ROYAL-M-TAXI;79858866645;dzamil.salihoff@yandex.ru;Москва и область;Ул. Митрофанова  5;с 9.00 до 20.00.
ScanDOC;79295635655;GalinaAsom@yandex.ru;Москва и область;;
Sintaxis;74993919049;support@sintaxis.ru;Москва и область;ул. Оный пр-д, д. 14.;с 9.00 до 21.00, Пн-Пт.
Smart24;79773660315;smarttaxi24@yandex.ru;Москва и область;;
SOMON;79269661173;admin@somon.taxi;Москва и область;;
StarCar;79295067777;chechen-aul95@yandex.ru;Москва и область;ул. Лихачевский пр-д, д.3;с 8.00.до 1:00.
STAS;79672896285;tax3636@yandex.ru;Москва и область;ул. Мельникова, д. 5.;Круглосуточно.
TAKSIOK;79686779404;bymiks@yandex.ru;Москва и область;;
Taxcompany;79267777769;taxcompany@yandex.ru;Москва и область;г. Москва , ул. Южнопортовая , д. 28а, стр. 17;с 10.00 до 20.00, Пн-Пт.
Taxi Driver;79250605028;rustam432@yandex.ru;Москва и область;г. Москва, ул. Смольная, дом 24, офис 804;с 12.00 до 18.00, Пн-Пт.
Taxi Help;74957443434;;Москва и область;ул. Киевская, д. 14.;с 9.00 до 18.00.
TAXI LAIT;79771396361;taxi.lait.msk@yandex.ru;Москва и область;ул. Академика Королёва, д.28, к.2;
Taxi № 1;74952950080;TAKCOMAT@yandex.ru;Москва и область;ул. Горбунова, д. 3с2;с 9.00 до 18.00.
Taxi OZ;79653570211;oz-taxi@yandex.ru;Москва и область;;
taxi-maestro;79253550907;Taxi-maestro.ry@yandex.ru;Москва и область;;
Taxi2412;79152071383;Gayk-arsenyan1989@yandex.ru;Москва и область;;
Taxify;79151440125;anar.anar.g2009@yandex.com;Москва и область;ул. Каширское ш-е, д. 66к2.;с 10.00 до 19.00.
Taxikolomna2018;79854157275;taxikolomna2018@yandex.ru;Москва и область;;
taximo360;79268758199;120280-12@mail.ru;Москва и область;;
Taxity;79950000108;taxity2018@yandex.ru;Москва и область;;
TaxTransPort;79689510151;enk@taxtransport.ru;Москва и область;ул. Перовское шоссе,  д.21 стр.22.;с 10.00 до 19.00.
TD_Qiwi;79250605028;rustam432@yandex.ru;Москва и область;ул. Смольная, д.24, офис 804.;с 12.00 до 18.00, Пн-Пт.
Time;79686166366;ek.kosenko@yandex.ru;Москва и область;;
two brothers;79775074700;info@2bro.taxi;Москва и область;;
Unit-taxi;79092260586;artem.belskiy@yandex.ru;Москва и область;;
VaiTaxi;79859990304;specavtotrade77@gmail.ru;Москва и область;ул. Шарикоподшипниковская, д. 11/7.;с 09.00 до 18.00.
Vebtaxi;79664444199;vebtaxi@yandex.ru;Москва и область;;
Vit-taxi;79771177125;vitaxi.vit@yandex.ru;Москва и область;;
Zubkova-Company;79037647858;79037647858@yandex.ru;Москва и область;ул.Южнопортовая, д. 28Ас18;с 10.00 до 19.00, Пн-Пт, с 11.00 до 18.00, Сб-Вс.
Татьяна 2018;;;Москва и область;;
ШАХМАТ  Group;;;Москва и область;;
СССР Такси;;;Москва и область;;
Форсаж-М;;;Москва и область;;
Родное такси +;;;Москва и область;;
"ООО ""Федеральное такси""";;;Москва и область;;
Number ONE TAXI;;;Москва и область;;
Taxi499;;;Москва и область;;
Ситилайн МСК;;;Москва и область;;
Raiff Воронеж;;;Москва и область;;
GOLD 1;;;Москва и область;;
ЕДУ;;;Москва и область;;
А Такси;;;Москва и область;;
Алтын;;;Москва и область;;
ТАВР_Тульская;;;Москва и область;;
ЕвроСтандарт Плюс;;;Москва и область;;
Центр поддержки и развития такси;;;Москва и область;;
Мурас;;;Москва и область;;
MosTaxi 40RUS;;;Москва и область;;
Green-taxi;;;Москва и область;;
Аксима Групп;;;Москва и область;;
Департамент такси;;;Москва и область;;
Алладин;;;Москва и область;;
МосАвтоТакси;;;Москва и область;;
Техно-Сервис;;;Москва и область;;
Ангел Такси;;;Москва и область;;
Султан;;;Москва и область;;
ТК-Витязь;;;Москва и область;;
НУР;;;Москва и область;;
ИП Моисеева;;;Москва и область;;
Автопартнер;;;Москва и область;;
Mos;;;Москва и область;;
Просто парк;;;Москва и область;;
Taxi-club24 connect;;;Москва и область;;
Лидер-Авто;;;Москва и область;;
Макс;;;Москва и область;;
СТК Единство+;;;Москва и область;;
Алмаз;;;Москва и область;;
БРР;;;Москва и область;;
АЛКА;;;Москва и область;;
Лидер;;;Москва и область;;
VIPTAXI;;;Москва и область;;
Автолайн;;;Москва и область;;
Чемпион;;;Москва и область;;
Глобус 2;;;Москва и область;;
ЯМосква;;;Москва и область;;
КейАвтоТранс;;;Москва и область;;
Якорь;;;Москва и область;;
Траст-СТ;;;Москва и область;;
Райдер;;;Москва и область;;
MAXtaxi;;;Москва и область;;
ИП Белкин;;;Москва и область;;
"ООО ""Любимый город""";;;Москва и область;;
MosRitmTaxi;;;Москва и область;;
ТЛК;;;Москва и область;;
Букет-627;;;Москва и область;;
АВТОБЭСТ;;;Москва и область;;
Союз;;;Москва и область;;
Миртакси Моментум;;;Москва и область;;
New York;;;Москва и область;;
RTS TAXI;;;Москва и область;;
bombaplus;;;Москва и область;;
ТБК;;;Москва и область;;
Три Dесятки;;;Москва и область;;
Новое Богородское;;;Москва и область;;
Якутия;;;Москва и область;;
Ситиком;;;Москва и область;;
"ООО ""Э.М.Е.""";;;Москва и область;;
Лидер;;;Москва и область;;
ИП Шлыков;;;Москва и область;;
СИТИ;;;Москва и область;;
Vkustaxi;;;Москва и область;;
Профи;;;Москва и область;;
Экипаж;;;Москва и область;;
OmegaTrans;;;Москва и область;;
DRIVER;;;Москва и область;;
Регион 77;;;Москва и область;;
Рубин;;;Москва и область;;
Голд;;;Москва и область;;
Виктория;;;Москва и область;;
Время-Клин;;;Москва и область;;
Береке;;;Москва и область;;
Taxi777;;;Москва и область;;
Звёздный;;;Москва и область;;
"ООО ""Сервис-Снабжение""";;;Москва и область;;
Стимул плюс;;;Москва и область;;
Транссервис;;;Москва и область;;
Траст Партнер;;;Москва и область;;
han-taksi;;;Москва и область;;
MeridianMSK;;;Москва и область;;
ПатриотТакси;;;Москва и область;;
"ООО ""ТК КАМП""";;;Москва и область;;
Салют;;;Москва и область;;
dc-taxi;;;Москва и область;;
Алмазная Колесница;;;Москва и область;;
Победа;;;Москва и область;;
Харкана;;;Москва и область;;
Удача;;;Москва и область;;
Эмирхан;;;Москва и область;;
Ангел01;;;Москва и область;;
JobTaxi;;;Москва и область;;
"ООО ""Такси-Лайт""";;;Москва и область;;
Зеленый Свет;;;Москва и область;;
Парк победы;;;Москва и область;;
Бизнес Авто;;;Москва и область;;
ARM-CITY-M;;;Москва и область;;
РусАвто;;;Москва и область;;
ТАВР;;;Москва и область;;
Эксклюзив+м;;;Москва и область;;
ИП Рогов;;;Москва и область;;
EXPERT PARK;;;Москва и область;;
Рост-а;;;Москва и область;;
"ООО ""Парус""";;;Москва и область;;
ЛоялТакси;;;Москва и область;;
Евро-транс;;;Москва и область;;
Бульдог 2;;;Москва и область;;
Корона №1;;;Москва и область;;
dubai;;;Москва и область;;
ЭльГрант;;;Москва и область;;
JORGO M;;;Москва и область;;
ИП Казбаев;;;Москва и область;;
"ООО ""Наши Улицы """;;;Москва и область;;
"ООО ""Ворлд Такси""";;;Москва и область;;
Караван;;;Москва и область;;
KGZ;;;Москва и область;;
Куб;;;Москва и область;;
almaxтакси;;;Москва и область;;
DUNHILL;;;Москва и область;;
Yellow Motors;;;Москва и область;;
Удача;;;Москва и область;;
Спарта;;;Москва и область;;
Азимут;;;Москва и область;;
Амир;;;Москва и область;;
Каширский;;;Москва и область;;
КомфорТакси;;;Москва и область;;
НФ Москва;;;Москва и область;;
Такси-Верона;;;Москва и область;;
Страйк такси плюс;;;Москва и область;;
ИП Багдасарян Э.Э.;;;Москва и область;;
Такси №8 моментум;;;Москва и область;;
KHUJANDCITY;;;Москва и область;;
Initium;;;Москва и область;;
Диспетчерская Служба Такси;;;Москва и область;;
Турбо Такси Димитр;;;Москва и область;;
Такси Золотой;;;Москва и область;;
KG Улан;;;Москва и область;;
Паскаль;;;Москва и область;;
ООО Мередиан;;;Москва и область;;
ТаксиТакса;;;Москва и область;;
ИП Захария Василиса;;;Москва и область;;
Аккула;;;Москва и область;;
ИП Карагезян Айрапет Аршалуйсович;;;Москва и область;;
Ректурпро;;;Москва и область;;
I-taxi;;;Москва и область;;
Центр Мотор Сервис;;;Москва и область;;
INMAR;;;Москва и область;;
Lion;;;Москва и область;;
Акжол;;;Москва и область;;
A-Klass;;;Москва и область;;
МЕГА-ТАКСИ;;;Москва и область;;
Драйвер;;;Москва и область;;
Смайл;;;Москва и область;;
Роллер;;;Москва и область;;
Asia-Plus;;;Москва и область;;
Форсаж;;;Москва и область;;
КСВ-Такси;;;Москва и область;;
Евромобил;;;Москва и область;;
КошельОК;;;Москва и область;;
ИП Шагинян Б. Н.;;;Москва и область;;
Мир;;;Москва и область;;
Резидент Такси;;;Москва и область;;
СКИФ-Моментум;;;Москва и область;;
Саноян плюс;;;Москва и область;;
СКЦ-2;;;Москва и область;;
Молния;;;Москва и область;;
Азия;;;Москва и область;;
Асала;;;Москва и область;;
Такси MERSSI;;;Москва и область;;
SVR_Krasnova;;;Москва и область;;
Хищник;;;Москва и область;;
Регион;;;Москва и область;;
Шмель;;;Москва и область;;
Честное такси;;;Москва и область;;
КG;;;Москва и область;;
ASG;;;Москва и область;;
Мир;;;Москва и область;;
Крепость;;;Москва и область;;
Консалт Моментум;;;Москва и область;;
ООО Регион 777;;;Москва и область;;
FAST;;;Москва и область;;
SA-BR;;;Москва и область;;
Звёздный;;;Москва и область;;
Taxi181;;;Москва и область;;
Иверия;;;Москва и область;;
Адмирал Такси;;;Москва и область;;
Платина М2;;;Москва и область;;
Фартуна;;;Москва и область;;
МК такси;;;Москва и область;;
ТЭК;;;Москва и область;;
Ариана;;;Москва и область;;
Сигма-05;;;Москва и область;;
Сила-1;;;Москва и область;;
Панда Такси;;;Москва и область;;
ПАРТНЕР МСК;;;Москва и область;;
ИП Лебедев Сергей Александрович;;;Москва и область;;
Такси Фикс;;;Москва и область;;
Три белых коня;;;Москва и область;;
Like;;;Москва и область;;
Агент 020;;;Москва и область;;
Басов Дмитрий Игоревич;;;Москва и область;;
Центр;;;Москва и область;;
Формула такси;;;Москва и область;;
Мустанг;;;Москва и область;;
KebatoRu;;;Москва и область;;
Попутчик;;;Москва и область;;
Экспресс егорьевск;;;Москва и область;;
Просто Такси;;;Москва и область;;
АВТОСОЮЗ-ТРИУМФ;;;Москва и область;;
Гепард МСК;;;Москва и область;;
Эксклюзив+;;;Москва и область;;
Vic_bay;;;Москва и область;;
GetNewCar;;;Москва и область;;
АКТВ1-М;;;Москва и область;;
Prime.;;;Москва и область;;
Imperial;;;Москва и область;;
GAD;;;Москва и область;;
БизнесАвто;;;Москва и область;;
Bereket.KG7;;;Москва и область;;
АВТОСОЮЗ-СКАЙ;;;Москва и область;;
Таксолёт;;;Москва и область;;
Холдинг Авто;;;Москва и область;;
ЫРЫС АЛДЫ ЫНТЫМАК;;;Москва и область;;
Главное Такси;;;Москва и область;;
Продвижение;;;Москва и область;;
Московские Крылья;;;Москва и область;;
Городское Такси;;;Москва и область;;
Такси ТТ;;;Москва и область;;
ТаксиАлекс;;;Москва и область;;
ИП Ханчалян Эдгар Овсепович;;;Москва и область;;
Джаз;;;Москва и область;;
ТК-Лидер;;;Москва и область;;
МУРАС №2;;;Москва и область;;
Эконом парк;;;Москва и область;;
Jokertaxi;;;Москва и область;;
Зарафшан;;;Москва и область;;
Я-ЗЕЛЕНОГРАД;;;Москва и область;;
Megapolis;;;Москва и область;;
Союз;;;Москва и область;;
Высота;;;Москва и область;;
Ракета;;;Москва и область;;
М. Роял-Моторс;;;Москва и область;;
Мустанг;;;Москва и область;;
Лидер-М;;;Москва и область;;
Кью Такси Электродная;;;Москва и область;;
РИТМ;;;Москва и область;;
DallasTaxi;;;Москва и область;;
АрмадА;;;Москва и область;;
Двин;;;Москва и область;;
Вертикаль-А;;;Москва и область;;
ИП Некрасова Т.А.;;;Москва и область;;
ИП Осипов Н.Ф.;;;Москва и область;;
ТРИ ТЭ;;;Москва и область;;
veb17;;;Москва и область;;
МоёTaxi;;;Москва и область;;
ТАВР_Викторенко;;;Москва и область;;
АПЕКС;;;Москва и область;;
juice;;;Москва и область;;
ИП Чиченева Екатерина Сергеевна;;;Москва и область;;
ПП Каскад-1;;;Москва и область;;
ТаксиВнуково;;;Москва и область;;
taxiline;;;Москва и область;;
inTaxis;;;Москва и область;;
Арт-сити;;;Москва и область;;
ТК-Лидер;;;Москва и область;;
Такси Тред -;;;Москва и область;;
МерсТакси;;;Москва и область;;
Т-12;;;Москва и область;;
Мир такси;;;Москва и область;;
Ёмобил;;;Москва и область;;
CARAT;;;Москва и область;;
МММ;;;Москва и область;;
МИГ;;;Москва и область;;
Огни Столицы;;;Москва и область;;
Глобус4;;;Москва и область;;
Антарес 2;;;Москва и область;;
Арт-сити;;;Москва и область;;
Royal taxi;;;Москва и область;;
Spartan;;;Москва и область;;
АВЛ-авто2;;;Москва и область;;
Миг Авто;;;Москва и область;;
Alians77RUS;;;Москва и область;;
ТК Драйв;;;Москва и область;;
М - тех такси;;;Москва и область;;
Автопрофи;;;Москва и область;;
GRAINTAXI;;;Москва и область;;
ITravel;;;Москва и область;;
ОШ Моментум;;;Москва и область;;
ИП Федусь А.А. (МСК);;;Москва и область;;
НИКА - АВТО;;;Москва и область;;
Престиж;;;Москва и область;;
Регион 777;;;Москва и область;;
ИП Гришаева Надежда Сергеевна;;;Москва и область;;
эволайф;;;Москва и область;;
ИП Клишин Сергей Александрович;;;Москва и область;;
Аналайнлюкс;;;Москва и область;;
АВАНГАРД-МОМЕНТУМ;;;Москва и область;;
ООО ЛЮКС;;;Москва и область;;
Эгоист;;;Москва и область;;
Вулкан.Моментум;;;Москва и область;;
ФАРТА;;;Москва и область;;
Умма Такси;;;Москва и область;;
ТаксиЛэнд;;;Москва и область;;
Ectaxi_ru;;;Москва и область;;
ТК «Т-134»;;;Москва и область;;
БИОТРОНИК;;;Москва и область;;
Манготакси;;;Москва и область;;
